T1,T2,T3,T4,T7,T9
Isuuxf9QDUawU03kUBDU4KkPCRKMuYQ8uSdpB514EV8=,41aOJpSRFV1ZnKEW67gled3KZszC6NzixyquKefLPeA=,op9y8k+qkqg2y6r+20R8h+f/TfydjDGO8Mz6tfuWu9E=,O8nbo40UbIBoHyrA98AM13tIddTR+Ry2RYdrDc53Wi0=,rTpnHcm0UsiGfpASPmVUe1Nm2bTJgmjBZcAWmfEZ8+s=,aUVnFPDcXDJXY6OESsoCSFcH5t5/bMnylLgdnzHE3tg=
VDx6pqeRqUeguLG1UIvjPyIiNC8hKVbMWuK0zOmUYTc=,0hd6uBzjutWmQk/Bq1ZGzfI3Fu4cD3QWNKpEAHkf/eY=,3QWoXLbhkoDcKV9mTwAF72xP8mmxtdb+gVKtBzROIiw=,m886jSkS763kFOnuK7eqpVqXZaim6wg+pYe1hpHaLmQ=,j3WRDlHl3ae8K8JxzRzB8fYDwKoknU/JuwevIcdGZY4=,mhhNGugLdgLd6OJiaDOzR086kSKuEHCSmw/Y6hZTrpI=
p2x2GCdGrE1A3BSs2YGpIevsq0ByOpWCAITiDUWWQgA=,EGZhcDRUNs66JbzWutXMKzwX3Y79z4RZNGSICh46v7g=,DaO/WROnwp6Vs6yFG9si9FE0nt/Rpv7MHz4nAvagIaY=,y2CzsugOdku4elomLOi/fK4sBh7gWvxyhUN9K7DLFdg=,rM6uEiV9kZtD1wWVJJ5f/mVV4F4IbsKV/Uvhrpy84Rc=,yN+uSLw/UyDFGpQVXVic63FKUYc8mpd2Zf5NlvRoXHk=
4WunFyej+wK8hDnQfLBlwIG8xsIMvZ/m87gPJtti/sw=,qfQ6prGHCYYq7UjRJOMH5fg1i6BhMVH+ieo8MkpVDmo=,CgVqyd/qvbuN0LsqihzAjDYVLdT7IEweHAfTTz/0K/w=,8eXo8oHyPcABhrs+96wgLRt107TI2DqSiVZ/eBFGqBI=,3hiuatK/1vFthsg0J08EYcaZBpNxkaYWUVipLPYQOPo=,MfzV8ozu6jFgm8VPNR/REKx5gpLyx2LkxAK7dlB+QG0=
i14a3K1xdUVwdFhkOMXLhQ/98xFtqUGfwGvMuGutQYY=,jraJsPM+A9NmBX/GHFpLFnODSZp3NPj8sfVtsxWExPI=,xWS0XOeB6s2N78CcQyzKm7WoCcKC4Vnpgb3dM8oOLEg=,5DucYTRVMZ0pkQ5iZtT3qxfGS+AllBD5uw8tNASrk3Q=,FmHv1yb2IV2u2p/27VyO6WLTiz/T9sgZIgp6xj6oOYU=,8oGTWUya8G5URgCmTJZvYmYXjYmMi8pEUTkpQO8GEQk=
rshaypHivxA5mygkob3G0PInrlbNXGPdEFIjlAhqIyM=,/1gvtZIDbiRce+0qJTdJG/515HXnIIXeYtr+WT4b92g=,Cj6wmtuAMh1cT3ojF5WZzUyR//x3je8svE/Rt3DvSIY=,mnf9R6EoXmx+9rCjPIG2xFKKFhE/wgRifygUr9eae+c=,bFm8dn+O5GQ9bTJbloPwVPrW/OaFM4aAAtaXgemEgS0=,Alo58RSEehvtDUFYyzGC0qbyCfuWgqHuvIPTn1Ry/NA=
rA9Yzs4bMTPR3IG0lWKRyPXvUWEvoPcqpDNL6lzN4Zs=,xRXd7GeDFZlqoIkT+D7EWseaZZBgVs0BeyrSjcqZgiY=,iZXSepBejS8h6gc0U+boEOAMh583HzWXxVqEM5NLM4g=,/T4CyqrboFZrAMEYdLGaFyVpp0mi3cNjPRhdxQfp3KY=,ImfVHMzFaktebBmho22C6vnbPaC90s7ltu/Mq/5a/Yw=,OLlR9/bdo8MAfAOF3VY5Vg3Z84BvB61l3mF9VHyP2fQ=
ucCcAsz1u3Tj/RpDAj6A9Kh0rZ8J7Shj9IEFjODNpzw=,aphVKeXtdXgdeURYfQBVcEQg7cSUdH7tve/hcNxo14c=,PNmBZhFs4ABZylL3VWzI7nXzI0rr/OGjd/hX16JShrU=,OJC9lmez9OHnfZNc9Ev9OO+PGXidDRMCLak9aEHkawQ=,EbI+CGFxFAWxRARTLVObg34RGq/KcrgUeXeLeCcDmaY=,eEczGZYMqnh2lA5Kwqt0JVagPNGxTHmE2auKoSKXp40=
PAaOtUFHgJ5f0wQRrNR/EsqxtGTSqcr10RA9HP9CTcs=,zg5TgdI58WKFPBgiOepbyb7+OHbdWpvy9CeRlvSJego=,vX/vJ1tmiVWEA9MbsDfUc7V4FQwPSK6Bty3Pg1kU8t0=,6fx9LzD/QwB4BrE8AxMRtlknpL4G98JYGpJraymRt4M=,pWTRqEQT1JXxwLikTyIJzJyauW82p+9/FFSMHf6Kl4U=,bapmZnPmYnsO+6b29Kre0DZ3O7Gp4IDU13PxFBmq8GQ=
3eBllwhIF3F3cr4Rz19LkgoHdn2lNnMOFx9b4yhSWQs=,f4Iw0dOr4CG7I25+cKK5WKslcdW8j40MAxWV73UTw5k=,s7Su+MP2vmpF362hObC9geDTLUgGv+6ZPku2y7f2x34=,urdH9XICy0APCp19603DJKXblNYZXdvH0mHBZOLrgT8=,fRoBQgrs/ZetFEtvKLO+XaBWHRrBXHyCfDsJ9PVKZuo=,/SvDrS5Kdh0ixmC14BYF4vCq3fn9WNsGHenu0dNzji0=
AmWrszi1N5oMFAPSPT/pj7BOI0bZTydcfGtrD6zmhI4=,u4aHu3LlULo7iB2tAa2CegqXSwrK9upLTulPZ+dl2nA=,8fW7ymvKkM+Ou1gXANfyeMMw6FPPZtv+VayKo36JMzQ=,tWUmbmolvyK9JTg4bmo13kT5JqVpIBW8dDAnJtl4bBc=,4698K1GQCJLLRJEyGcEvggq1nY34CRyK/R3UkUKCN5s=,BDN2G8jJdcsEKpJ01GknVbzQBQxiEYy6L7ovh+AaFXM=
7rrJNsXO6NlYyWgeWKzSMt0b9ypP4J9TZG2rkSh3cSA=,b+Z0t8Wzxq8Ln8xr2QeSD15HMBE84VoU8mrI7Rqtu7o=,ARl00Pj8YIYWv2QiSjvFwjbEx04ffLZYUGLrBrBGvVo=,Q5Pc+6Cen1FSbVkibBAjIlohwpmSvNHikMizWd9iRkU=,FfluMrd502uEw5HpyuE601kRaUYqdkiPMSlE7ZXXIgM=,u3Pd9DMkwjVfDnUS8+BHVLDXu6Irvrs7/e66dd4O8xY=
MzTNT82yIp1Sn2tsZDl1RFUNgCeiqO2ajFCjt1cZ9wM=,nK4F+RT9HeQKdLHc7gpwNdMx+eUAO44AiobA3sfB000=,nz0cuB3PLdc+9GZqT7KLlrhPd1rZLodJZ6KOsR+hqhc=,EVmtAHDG6LO68YVY2EuXtTqZ+wN8odfEefHUyZnuslc=,jv956Ca0uC+2W/a2/NgNOdgqcyPU4Z8gdzf+MOKo1P4=,C3l/3a1rbE/URD3kdIqIlSXxjqfxXpnw/+DD2InLqTA=
taHpAudyJD1QX6PYT1vJbmYch2dMMyO7dWsON274g9A=,pzCrueX61696Uo6gJ43Su9Fi6XD6wcnDlNyP38k5Li8=,WH8DWhCRIQiGcWsRA2NaBpPdhGd+W2LMtk7wPmzWw2k=,/evygshQo2ubF1u1Uvi7+/Fp/2GOcMoXAXRvEJrEJUk=,Cmd4j1nS4tRwghu/lWCPsErIYDt00Fhuwno+KCM/9Sg=,hyqgwuUwMNHA5LStB0LSOvZXBbCf0JCIUYBgWMbMyvY=
9KO3c6n2V8opKbN9/LQJvr9mBQSopCMfwM9XEw7AauM=,o7Lqiz1SBH3PdlmEJs+GYMf2TxsuelPsjtfjMa8cjXg=,90BcpfJlfBDeV1iAfGCMeQcpcUEZmcxqVb2m/yTXX6s=,jNTVBl2a7rBcqgOxWRcVyW++CA4YK90CLNwXS2EUxIU=,Ph7nxI+VAAXQe14jEMYLAurymC0lNYRuvkXKa1lRvNE=,M9RQwn34lp/i98nLSi4v86LskUi6T0iZYeEK7xrEkeU=
GKtZaJxL3FPfE2OLR6BK0UFi0rAI/Ro00Ld9kGZ975U=,D2dh71mH3qE8ZAuPkqk/VdtFpA1AQpLQmq1e6IPtlAw=,YbHe3Fmjg7HMYsBISKO6h0SbPNOrh32o3TE4HrRAKW8=,/dNx/qc5cVZ9e4wT8JIEBiY3B8gfeCqzx/+BOFXU1Zg=,zj349kS/XnjrJIodNunZX28onqzFu5elZpRe4m7CR9I=,g1T1SjXXgMcGh8rBiApkFkfeFXWnxPZFOLL9k5yL5mo=
r8KUQI6/crZ3hDwCGAYvTzH9/M6zd37FimzI6KaIxgo=,N12YnFtT1wAxUCtFPQfvGbcJm5cXzmwtxgDLU5V3cZM=,Y2GG5hW/jSZmKXsXDM0/qIcRRnGs5B8mn4QldABl8p8=,aws9zBvLeGqAJ9es1YkD6nfcicCVxT5vLlBnyOlvBSI=,qVnMWqUwZwQBm6X7IlNMXcsPTNHeeK/rkyKP/4OyEkQ=,cqzlU/SNVjrVTF3N26liVrXG8qR7EufC9UG/UW+4FXI=
HPe9JEc7bYv2wPQu0a3RvvMJS5cWp8wDiWityXWt7es=,iPd53ruLpJj8VDQ5QVKZvczEIr4h2cECe4OQRKlD66c=,edPTny4hhpMOFLrR7BuiG5iJKgX7813sigORwIpwewg=,SJEjbqAfw23hDnBMeIXDm/O2dpz8Hn/kg0tx62ngVMU=,Da3PYuF1fcO/1lISDnLNTBdqPAvm+J1xHitaqfxsDvw=,qXGQi84PswZNyEwpSRoTt4TLtQqiiEc3vsdXQXTBR3w=
Gf+mUvg8WX+RYyJSQFJMJi4Wl1b1eOw93S1vq0osIdw=,SYM63ZBhFU9vP3DQXf5KXsrn+2AUaafnuwV660/EWGQ=,kpw9ldOQCeKycQah4Wu25EPJ2bh1h45gh9+dk4zRtrI=,nTSRQHDjig4ajo4d09w1jQj3oSNPzay5vmYKgvT/lgo=,VNoYUh46XFXuTWErt6G+t/G5rhr0TXZAB/4FYR70Juk=,Z7gzNg9FD+19mODbaKBn6I03/9DFnu0PGdyAVBMeHCM=
yqILfu1cJGUqlv5R3MXQT4gNCdBOhYVch2oDeraW9/s=,8IDGI4LI7UEmWVz3uWshLQNLntKtnU3kCV0qjLb+J88=,6chA60xEyZZIYJOOp/B2qhaBG0fq9xyhiuSd3DbCXio=,NFQwZcc8Pv+2i8C/+pqHJYq1g4Pia1r3SRUvqxCD1+Y=,NFQwZcc8Pv+2i8C/+pqHJYq1g4Pia1r3SRUvqxCD1+Y=,/SOa/2LQ/078zsaTBXbuG+keoKzkdCLZtVt2GbbKj7A=
9FiaIn9p8jO+7E8KBqIuKIgWLAZM6I/GdfgNaJOmC4M=,+IXdaS8HPTi8Tdz+h3sEEYbRTNF+SMTk1np/s33iUtU=,q3epz8uUiqopRqUSy6J4w410rCdShnPEaETLJHuCYFM=,4eUKMylUX4VzF3MyR4PjQRyCIv8+hg1pXXC03t1hA0Q=,GYazhQCK1afrmU72KLNgOhadYl4THuR7ntOQU+9rdpU=,vJC4gUuAhQB/5q4Cu7QEcqzAao5x2vSv4Fyi+0oSgvo=
znHNem44D/sEux772kqYVpgULf5xMtyRZ4EQyRcI4AM=,jKmraiyC5AduioQWrYUZUEkIQLXfimPATrLVO9Rke5E=,6eYe7mnwQjhE46gYr6nripL7oISIO+4kI5DaZMIHq1c=,Xr0xKlT/Zu/aFIXdB28qLNkEdr9iFREECj326k+lqxQ=,MnZhdTeA/SrfHf6GmIW17adGKzFb+Qjp51hPphRmibU=,FaeccA1Jj6U+QT27r3TtxP5KS4PkpvOXyQnKmgFEnrs=
5pMyk2fzpKvsRmsYaZuGf0eyBh8tHIJh053xK2fuTNs=,zlBLV4xFexaAHLyoRCTgt26QEjlIgzzBPMr0Oi2JsL0=,HjjDTlSj65uSZalIEDnm+rgNmG/RC0698gYOUIWsF+E=,Vcm2GfHqc21iF7SaGlOItg3WEQteZe7ruxtSjcBMgS0=,0V9iUxeGs3vf2l12DvqFb8r4x6PRqYogSZWSaLblMWM=,SKXj86FYDHcrXI/07k37/HNr5bJSImHws5LoqYpP4IY=
BKmYT9gdp37boTO92yWy8VggipdnOHu6TvVBXhxrjw4=,SkUcEGMGfawZrQawT5UbNo/+wO6w1S67ku4kML1XWfA=,DGJG5ZZB/ukKaN7y2rK/7hMQqh9tcR3QXQqpQcNtbpE=,qxdzzdyEdaw0W0RE6irYvrwLYtpNsDMIIhz91WZxjK0=,Tn2DV196yoL4HorZmiho+26PLCTtPFiNh6gTCQNlugI=,oWrFhHzMKATYWB1flK81fEKgLjW37hJzcEkQCJEnUL4=
HU9UZJAZOFVhzRQOdDBtZqrdb7tvL/MhMwxZ6s/IMCQ=,EbUrnPiWT9d0Vd2oVtBmqn0qU5hcrhI/noVGPxIXRFg=,w9O9Kli1QRD2WhsO3WJ8raPpjfA8QXn6kZgS0mr2S9Q=,pOf/X5NbVXvwSkV+hwChVifTBjsla2fYos/hNGFzphY=,5tf2Z8qS7tCN/h+Mbh1JYVwikUJf2J304AxH2wrKrMw=,TGzm885buLS0y3HlbNH/xcDL1B5EbtlX+cmlEh8Aw20=
TPRJcf+uVDqpN3igSs09M7k3yNi4qIcR4O9raM4jfI4=,II7kYSs2VJ+9sW3Cvnw7ZrNDDv37KZ5uLiZtCdR976U=,NMWcz0JQcP9g29ROAQrkmtmbppNPq+t2FWLpwW3gH7s=,P1n/geUj4kIav/BCEtTeb0oDnT3XTjHVdNVVSbhGcv4=,GpLc9ARMFJSZxFpYfrUMd4EDeinAqbX1a7nWGupG5BQ=,umZyqrZLRbj+hZD8KXy2Q+zeoZo1aNXZCmueK69XcoM=
Lqdzl34kU5T1xzWRJJXNPCv4S2VO1s9YbtQZQCiqbK4=,RF0bgYRE13dTSxTcsqLJ0jizvenHQzlhgTwehiUkZx0=,8alqPAjnf7gOaXn4FlNTAbXbdBtm4+wWXuKr0jZ9Dv8=,4Sb8mefCPeghHIrwgogWyoDFGDOHqartEC4MWLM02F0=,kIlLnSOBBHlZXFSPVDzL2/hyfyD8WjefjeST+DReo9c=,BMD2+/htocrpp9A2NK1RcAhY6EryjF5y3GigtfLmlmY=
T9HWb3szYUP8SJCgnZnCiv2PA64MRLhOO8rL/4AxjpA=,xROiAm5ka3e2tAzo3NKdv+jitSR54z2lxePpFHiMFuM=,3ZUqLyxOi+2dDF5s5LWZQLLnz8ZxE5XYtNB2wLp/B/U=,lccxaNJZSyZz9zsMwgJg+1pvcmssv+8MzMbz0MUTXA8=,mEyLd4AgcaUoj0sZO+GxPjW6N0RTPd9J4j/XV8mxBtE=,drtiuQmvAG0nWB2CJdZk/bI3QtRiT89ylFMPGeX765g=
bza4kPzjV+Qd7nRjtlfUPRdyNF6vtYqXJOyvOtDxDUk=,fkhijVJQALwW258Z7RrjHBoXn14H1aSZR0eiT4f7St4=,8O0m9U2U60jT5vNwgCK0MwEEZ2+1P2TLQWGeUS+LCrs=,FUjxzInz2vnlMpJEk3o1FcpIkavtU1WIirSqBZ5G2PI=,5eAPL7Opg+DzvIpvQzBVAzzEJIOhljoK/sUI2TsRYGY=,+aEeYkX++dto2AIPloQx2YdRFW9zYkjnXgC57IAkuPw=
yy/O5NA3QEUoMHzrhniayVFDFXnrSkReoG72UmpSaCg=,2q1UHBV2tAe6zaBfpYyEtWjL3RRlij6DJGF4H5RIkYE=,pXpDeFBg0lz9xmEvAU/SAN+3MZt3DliDq7lI7+xle0k=,at/I9BXTsb44C3kZHB/XK0HV13W4vcPOnZPDGEhWo/Q=,Kg4PsLBVzqWt5psjJVVNDfmjzrfjbSNyWYYS9v3vfWo=,Yz2mjtFVW8m7/uO49zgdCfi0ELVp5BfVoXuL2CXCikM=
HMpPdaKiEDdxDjuyKEHI3pKTkJRiyYClem73iS3rSYc=,Vf6G6x6m6B7IjtqRn3rZ5KuSUD4WiBDv7wu6FKLdrSU=,7ZpFy7ZL8FALNXrfQ+X/ETFQef2usaHPyLfYytWF3h4=,wvbr8JZI4ugeGUm1Y1vjYhfvLVkFTRUzVifjM+yWX/Q=,G2bncd6fVWvy2WVuDdUZfIWgWOdEHjyGX1QPHJ+VQh8=,bSBDSGT9TcVaBV1ilWzaCL05rCMv5FSBXtjSewFrhds=
EUzPlgES48iP4I76B3FnvBYiyb4jrfV90UPuIbhZGJY=,y4M+Md49lpNCX3Azaydd06xgcZaYjMsD/lHHjYgyta4=,WqWH/hqoOKMbWeUvdDRNE1TMMX0YwaVz7AUGF9ouucY=,q0BDAyK5oJI6x4n6vF2tDx6kNaafPV7zujTJnulkDGw=,qLOTX36/0sHZ9zCw/w4KKlxYKOmDNUh6YNJpzkrwAlI=,5Pn/dOd+vniYi3/yoNOmMkk/mSbQx+SObh5CzlXPf4k=
DzQ49vKunESqK16fFI359UEqRj2bJcV2m7DoYjMBk5o=,djwtFxbTpL+xmGxAKMiQiKIrpSP9V+/Z4nFHkSEbZ/M=,8ubwOp5we/PFz9bJgtDJOlHZHFnTke8hSRILieRMs0A=,xMXyqJL2EhmZTHF7GSIE2uSaQ8OoYIuL+FV95XUZRYY=,zTzVOavfixjr19YePQ2CLrC3B6GLmByqLtG3v/D+/Js=,AD3bjDa9UfWWxAffAjlKJXMNkpR4oVCzwNzYIvOr6qs=
CZpj22YuBlXC2RekX0LlOvtXsnRBN4EnYcpoJRlwjiE=,jMLoIx0ubbD96H2pYkClivDjjMx0bGKqHbduxlivOvM=,XNNzyqWs5iCXY/2qRBM4hNiUK/XuKfMx0DnvqO1uzeE=,QYjFKRh9EuQ0Jxi6D+fLbshDVpIiLX2FJhykEIU2kE8=,0vrcIKysCxMb9bxsEybRIxjdRHS/HJDhSjWmocz9sNM=,DXG2xj+Q3n8YMfI3DoyhP4gnniZIQvynouooehM47WM=
rjx94p2Xuw7pc7QFuiSV3/Yz74+efI7vCyYqtNX/4hs=,xb9CAvKUDKgkYh3xJEzsVESyw/Xp3OHj36pgQzFWVPU=,Oh+cik5+i2SiSr01pDPJimiH6+tXVEExERl58IxuczM=,IfkR1gMIpbQCq8YhXjJLVmQK+lE2OAh+YKi1LqZEHfE=,JYuaafUGmYgdxWF4OpzWbos+AQbSJ3x3RRvr90LenjE=,y4UJVmMM8VGQ+UaOUK2IzDFt2/dgZl7W7he+xHcUhxY=
/smcAolKnmDNQr5KLWWdioZ7Xi8ze9Z7Bi9X4mEeoEY=,JepqD0TsmKWEf3uy2v92I4/SEcUqqPCFIja8QEOwK9c=,QQV32kBwBSM212LQsZZf7FVFImiPxq8JjM89t1/SR/Y=,DC5BLFrEurK4xr1runFfr5uhh2rBvdpqcu1XsqWW3ZU=,9Ipo3Ncn0/u/VpTYq5veZ94W4jB4aBFid/n2+x0nOvk=,dARcQFmGOE6VF+i0faXlxPSa2zE2FkQZlklLLAhzMG0=
TU665YmWT1P0AgcOayyO83UEwoxNZPvSdbqVBBPg5CU=,+JJgTy8DbbWTVM446CP/ix2Ph3m1Px3HxHRkE1x5Cc4=,sUWSN79Ks7fbeyAD3YvoO58tQp825y4FjTSExhvhpHQ=,yZFOrkbUhOKPD1wYwNGs84T+7AH1p4boTz1eBuyH3LM=,x8CKrY0bXm0bZie/rTqeeDUTNCNlXcbT9GAO6YoRKLc=,sKYbVzfkoLaGtSDSg8SWfD14lA8eFZ44d4MizDvMdqk=
PMNTvP3GTYV9YzJOVd1AfEh49CGgqSHgx47IjYLh2D4=,OF+uFZ9RZ0y7G3iB0n6dok01Asmk/HddLUQBuVMTQzM=,MkoQT/vHjyprNX3XyP59fA9uZdnMZSLHBL/OFhPU/10=,vMHAh3xPnBXWX9tjEBsy0CuuljpYZQr+M0b1MdQ2SPY=,95Mzk5feyiTdd4vZsUjL8AVctbDKdmw5rOTfmpVeX3s=,zmLgoMPfV4xeFsjEYZ1EcQmH/lS7AJNz4KFjBS+lLP4=
5p/CDPDHJSKyZyl4rDChXc6N6UgIiNFl7DeD4jGm534=,R1AxVaiBusktbAMwnlNWl9eWwnbeiimE0Rs9LPPVgFo=,CH5jSL8nR+xPjGkaVUqsTyHu+OTtYiGnXO8RsLegT00=,qexw0XvNhpyT3UnFG25H66x8wvmGhjhypTo9c9AOdfI=,qexw0XvNhpyT3UnFG25H66x8wvmGhjhypTo9c9AOdfI=,IYwV44Ei8aZsSbStjfxAWUmL19oUho6nJnyCfuc25gI=
pSb8zu4a6E7EXnmHVnjB90YNTCji15Ix4pXgTrhTrL8=,HAsUkXd0ydkzsyELeLRoopzYqXMaQ40kF61WnRm3H30=,PSiKhGTgO2aA3F4wvscLdojVDXjSccgCUSNya7/qEDg=,GsdWDs3MF6TtT28/jrgaLAIlRD8RJklLAgp/azDuqFQ=,VrTtyk/tas4l5TJQH6Mn3ejQZ5aX+0FS2p4DE2RmqIo=,uLEbCzIkWC7lLlxuDeHt6hvyHvFxtyOWKqx70mOjiok=
OgCdkN+VzHUeIkYo3w/madIlovbarInAk0NUBnv5OvE=,UX2urvZvCtBAFqyQqFcfkK42G1ufSkiOh7cefa4sxuo=,kqlYId5pYiawTbhrg2P3eSnFOJUxs66kTsbcG9zGQPo=,f9vXjYtjZK6CgJpKSlAQ7PnBht6vgQe0T1SBb22jLD0=,oGDN9oJPmfGGBzP3Z2TRNGf66Q1kZkMpg4qe/gFYMWA=,4vEHjFbrpyAeIxgNJEObh7/Y7Pks98n0AIqKZdSEDlU=
JdEiBq0etM3P5F3dHS6jJJ8stTthk8YOtcLacdiIh3o=,SSzpxxelHkTYlXGsKh8JH6nh0ghlqIA6ntFgU9cRun8=,qV4pRal7CP0F/DYXRO/HtGepabLC+V6rWF3cKs9eXug=,KazXapnocaDqkqpWLAsNhcUkaKwe+04ut3v8nEMPlUk=,JV9eILSH355TXpKegWHK6yrBV74RRBjNQH0I/2QKyus=,gbzXBB+XLjXwT2nZhluYekUkVRs8yifwXy0gjphF0Tw=
80N2xAxY9ElMKMuriAuyJ3FT1QNCK2EIK6L5J5xTf5I=,l3Aducs8nN4OUPGs1jSdDTHThKQ8Pumv1EpE0GeDeyY=,tq3JrtShkMwA8nbuoY4Sao450OV6H83YzDFo2FLBqSY=,sUzy9qdTVCG8A0CegdSj2ZKL3SscmiL2hOXvZvV10VI=,ppjvrtpbwm9AinWLSRP155L0AoZzJYchH8vbs2mwXzk=,rBfgDHKfkuM0exGqYSqE1XQsIC3Xvhmlh0Zhs9nQRrg=
SB6ggkXkJavdKq3Umi/3eKnOdZBM09FAnm5LsFnYAMQ=,Gy23FYYZ4fMNPnf92K+4QrwiYPa+cRkC8+O3gmyKqAQ=,3amp6yADSYu4QoVIdx8XgIrXtfhsZ9KAes9ewwCVouU=,1+WW+HWkUc5xs2eUyJe121QzD6Z/VtrB7x3EUznifn8=,mWCh9lgMJKDLrYxD4P+Qi1rtyh7aRyoyBZQZfliOpQY=,YRcMRlNzxWo/FZLK04z7vXYgwuLut5sA0O5wRvdw3S8=
aj5WgMN1Nfb1pALEXrlwBBJojLFfxWv38FZpz4e5qxs=,wdqWJMThiQXYTaVCItV0dMidG5TNWTgtcsi7gyEdo/M=,xI+JkZkAv/oaQNcbo7ScuCGMiCg9kWGu5sWElNBuOnc=,gH3ZihE8AILO9HclyuAv4tkDPFCpEqGVcYcwqI0yR/g=,eku0agjxALeHw3v1Lw2CkaJ1NrmeeucE6QvgOeSSAXA=,lR5HzkYX1JTmB9MVJRSZkugnL+T56zPYE3RrTkIDKN8=
EXCHTnEqvy4R6FpoAevf5WcsJsCy+E5Uajc7yCSZc5Y=,K87K/ffQuPTLI9/JKeLXIlZ68YdgsL4cbK2ihh0bESw=,ROacprka+Y1UdFkMiXLvnOfPUNcfFa43wR/HgrIckIk=,nhKRfTv7ABz7IzDtFlFBAKb8ndCUsO2MHOZMrMHRJ2U=,91ToRd4q3eoPu1u4ngFR9GvAsXk9IvPPJ3hS+bxxG5g=,kGuSA7Rg55x6+CsGlZx+gtq+YdE+Xp/eG2pQmL31QLo=
quMurD7bObZhwncn2YXPpPwPvo0JK4e3yaXZoyDB3cA=,oBSOdRXFyAIl5tcUYbAvjl15oHZlpHG02UNQLcUvops=,YCMnQ59MR1NIX3S/0dunSmRQqTWBGqiaFviGKfNZxhg=,76xRQ/YFt6m7lLnlOdFOUoeaUQv9pT6q0+HFA+Qfdcc=,c1K+sPzrBzxkTmZfwTxuvMTg4jBQvw7WkJqqRhsK1GE=,vgEc5AxUMNfjvmMZ4g9fjweW/orGEsGeN4evmVhJ7b4=
fjRPwaUhm4AMkA2yMi/SchpsN7KqXBUkgBRWf1Ho7+k=,WAD+8arErM9Rq4+413dJe2GRx9ciX0vlxsDgI6Rv1ug=,SbRuWLM6nAu5QmyKPFDpUuvn0KtqbzKV2pyXlqCZ6/g=,k1Z4N5BbYSBhLelOsfhpdrV748REbXTX/FmwFyxq8M4=,2QZO/GA79/2KjnHLqdHR0sPyqxefNXhKnjd/V5aOY6Y=,Cn9jxli4EwjW95rTSGkYATIkL8ZPsNg0S+OreylyGxA=
G1XLoq4ZzNVnJqLvpkpgBDEqoX4+RYjNfUW7ew/8ymo=,nzRMu0aMG30fujHANKukuwR3Ad+BPYQKZohHZ60V5gs=,k103j4cYsBS1JCC8K9uVYf8y87hURMa7AWHmc1o8YYA=,mMywgWosdGDDZhbToTN54fBY+lT4Ax/TxSfIdLgqcNQ=,gbRS4gNx0pBilwpKDiPvB8lvr2yaiANDFDPxsV/UOls=,DyJfoj5bKqqCqtKbM6edwYLfsGdwyDjgbpR8j91Wfrk=
dfaq95QPaMq/OPrYzqxOxVf/0sT1gF1Z2KdSd0yfmfU=,COJTzIgf8lc4R5+vRHKOcrjmmvvh5ufPDMzRWJhqOUs=,IEDvz6OD3GbI22xREbCLKtLXc3p7viEzxt3upg7FGsQ=,H/Mk+HjWOYO0Xk/B6VPcdin0p+gXlyN9A+9CK58b0Ok=,/99y5mj1d+cUcErokv12q8lGZbgeyIiVPyMDHYtdv8M=,xiut3yJmW96ORcy2nNA/84lvz3/FCb7KaOgdcyNHYxg=
IL3d9q5F0MC97Jas6Oo5hiartTlJry/zrJwEPEPkdGg=,Y08nOhHNaJ+5FZG0Lk98rSu1NgN/4oAnGxRR+h9FnIA=,Yc1YnT+wICR2BkQpfMm3Pitlkg5Ghev197vlM1LJIpQ=,5HQpvjgNDUJursHszHNm0w+0JH6UNW+4NaOXvTOxPX8=,YcDQ0aodJOY98IyVfBhKfPl1aXi/QH6tVo8ma+nxwOg=,KUoK6ndo5A+qQZC0LCVKbEM/WhcCyZBCfAzUBRQt3o4=
4a/dcWDs8U9veaDM+PYVw0Wa3Mr/40nqM82dc1grCy4=,As//1j+zmZlXh554eTvGEtihNbfsB+TCIFXAYMm7T3k=,RyoDDixZgBilQ7zzs9RUMlAw2pLMvRQs3Dc6TNkn6CQ=,c2RB8xNJex4Y/1wMd2ebKAJ76wcVaUkp6xXFmGNU0lo=,voPr3e25J40Bl9kyc/QQBiBL6kK5H3qEi/d0fIb1F9Q=,9rWYXI61XoKD1L35+S3TfDpCbvJeLiqRsesPxb+tkhg=
jkvNOVJmFFoarlsKNpX+EEFpatwwAclROK2tCkVbGT0=,hiPLFcVlcoPREwmniqTjnEtH0MkPnHTIElsNEJBSJeU=,ArulRFzX6hIXEG+CDi6rYLXLYnv5qmG+T0m0lo8v3PI=,235ofKOLFzbAdY5CtbnZYGCftEc/ZFjMuOl7BX5Va3A=,j5EV1cqcYWPXunRYwgffRlzIS8qdiI0cu+OeQMkGRBg=,xWDE2cpJ9Aih2pRnpcgqpJ/pDhx0fzIO0iuGUy21kiE=
TGRrxosRYyi3XVh87cCe0lME5dgMc9V5+Q1qrJd3P68=,Tdt0mBgwDVaMdSeKxO5bN7+EMk126OcCzp4+q77GrEw=,BbjvJhEaWhNM+28/UJQvBXl1is3mfqkHEjgNySGIq18=,5Txrth/dkZnI1soGUv5vqIhR1yhCV9vcKmibGC191gk=,whzGuPubiNaMRfaW37O633NomA7+ZvQ4TbZ30jSzy8s=,XU4evdwVznaDY233yV1yaGA4JzWXS+F4h/3UP5+Aph4=
