first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address
Silke,Striebitz,19511021,1951,F,94820,yatzler@gmx.de,+49(0) 808337607,Gumprichplatz 4/1
Hans-adolf,Reising,19760627,1976,M,45272,imans@aol.de,0196629123,Carl-Heinz-Eberhardt-Gasse 6
Mona,Kusch,19860303,1986,F,26250,giuseppehahn@gmx.de,04147 97324,Boucseinstraße 41-25
Songül,Bender,19530819,1953,F,35983,rubenjohann@aol.de,03202 725975,Erkan-Pechel-Platz 6
Serge,Weiß-rosemann,19690102,1969,M,03141,rholzapfel@web.de,(08241) 146391,Svetlana-Drubin-Gasse 30/46
Kathrin,Langern,19790421,1979,F,95636,hwalter@gmail.com,+49(0)4051333282,Johannes-Haase-Gasse 72
Jann,Bien Beng,19741210,1974,M,02411,irmingard28@gmail.com,0145440037,Christophplatz 2-3
Emil,Plath,19500208,1950,M,61804,truppreimer@gmx.de,0064101401,Edeltraut-Reising-Gasse 6/6
Hans-detlef,Etzold,19740215,1974,M,98272,leonardohiller@aol.de,(06459) 986986,Lieschen-Gude-Platz 89
Aleksandar,Jäkel,19580601,1958,M,86152,paulajessel@yahoo.de,00456 21407,Kobeltring 9/1
Natalija,Trupp,19840326,1984,F,70507,stephenliebelt@gmail.com,04074 12875,Henryk-Zirme-Allee 9/7
Götz,Drub,19771209,1977,M,02868,mirjamhoelzenbecher@gmail.com,(07127) 646452,Felicitas-Caspar-Weg 50/20
Halina,Höfig,19751010,1975,F,02765,ptrapp@gmail.com,+49(0)3045196320,Kargegasse 98
Benita,Stiffel,19890929,1989,F,01680,kallertclaus-dieter@gmail.com,08849 212153,Schulzring 5561
Petros,Thanel,19910430,1991,M,95304,antjeseip@googlemail.com,+49(0)3142 77132,Jolanthe-Neureuther-Platz 46
Stefani,Mühle,19441228,1944,F,45680,arturtlustek@yahoo.de,03245115181,Hans-Gerd-Heinz-Weg 191
Luzie,Scheibe,19580716,1958,F,69211,qsontag@gmail.com,+49(0) 427265065,Schollstr. 95-62
Bianca,Rosenow,19841018,1984,F,40554,rgeisler@yahoo.de,(03129) 244921,Michel-Hövel-Weg 46/20
Mustafa,Fritsch,19960326,1996,M,61794,jhentschel@yahoo.de,(01554) 790633,Kreuselweg 1
Rüdiger,Walter,19930308,1993,M,17362,ohaering@gmx.de,0597310328,Abram-Krebs-Ring 556
Elsa,Keudel,19720415,1972,F,60814,gkroker@gmail.com,+49(0)3711723246,Janin-Rogge-Weg 8-6
Kaspar,Eberhardt,19930114,1993,M,35090,bertram22@googlemail.com,05435749897,Adlerweg 19
Zehra,Wohlgemut,19601126,1960,F,64439,nseifert@googlemail.com,+49(0)1028 23830,Carstengasse 36-55
Gero,Weller,19550910,1955,M,34015,reginald08@gmail.com,+49(0) 247903886,Ottmar-Kostolzin-Ring 22
Alla,Rogner,19650501,1965,F,57409,hagenschenk@googlemail.com,+49(0)6576 738986,Margarita-Cichorius-Straße 90/61
Reni,Bruder,19580218,1958,F,73235,bolanderullrich@aol.de,08617 94824,Brian-Ullmann-Weg 5
Patrik,Patberg,19530611,1953,M,49067,leonie08@gmail.com,+49(0) 479464450,Faustweg 11
Timm,Tintzmann,19760625,1976,M,23172,luebsemanuel@gmx.de,+49(0)3891 067432,Dietzallee 2/8
Giesela,Bolnbach,19690514,1969,F,18143,ignazroemer@aol.de,(05816) 48109,Sina-Ullmann-Allee 1
Ayten,Scheibe,19910613,1991,F,10709,llosekann@gmail.com,+49(0)8988442713,Wendelin-Kruschwitz-Gasse 3/4
Marc,Dietz-sölzer,19980506,1998,M,28270,buttearnd@gmail.com,01114 251838,Annelie-Hövel-Platz 43/56
Olivia,Becker-rosenow,19660127,1966,F,32375,theodorgumprich@yahoo.de,+49(0)9601 092700,Burkhard-Schmiedecke-Straße 2-8
Swen,Lange,19760111,1976,M,92495,christianehethur@gmail.com,(07253) 023001,Pergandegasse 5203
Knud,Roskoth,20000514,2000,M,12317,hoelzenbecherwolf-dieter@gmail.com,(00750) 54026,Tino-Heß-Ring 80-36
Liesel,Briemer,19450409,1945,F,81785,pjunk@hotmail.de,00863559292,Ullrichplatz 2-1
Ralf-peter,Tröst-vollbrecht,19590418,1959,M,94456,sgehringer@aol.de,07053584299,Leif-Graf-Ring 23/31
Janusz,Henschel-harloff,19760924,1976,M,77592,siegfried24@hotmail.de,(04876) 720541,Klemmstr. 8-9
Liane,Thies,20020715,2002,F,57429,carolinebauer@aol.de,(05434) 18024,Binnerallee 10-89
Egbert,Kramer,20060918,2006,M,43257,sylvie47@yahoo.de,(08145) 850979,Klaus-Ulrich-Bien-Ring 786
Vitus,Mangold Beng,19910413,1991,M,50481,ewaldkuhl@googlemail.com,+49(0)6580 19494,Yasemin-Hertrampf-Straße 7-3
Hans-eberhard,Henck,19530803,1953,M,38974,eugen01@web.de,09339 37867,Hiltraud-Kitzmann-Gasse 5-3
Liesbeth,Säuberlich,19991228,1999,F,70369,ustadelmann@gmx.de,+49 (0) 1175 745086,Stilla-Paffrath-Weg 21-56
Annette,Rohleder-conradi,19760325,1976,F,94603,qoestrovsky@gmx.de,07610 310851,Rudolph-Karge-Ring 48-19
Sabri,Heidrich,19500724,1950,M,54453,karlheinzjessel@aol.de,(09781) 593642,Wernerweg 1
Adrian,Baum,19470122,1947,M,72679,margarethe95@yahoo.de,05525 450905,Fechnergasse 56-49
Justus,Stoll,19950823,1995,M,43541,carmela89@googlemail.com,+49(0)0974 17249,Fredi-Adolph-Ring 34
Paula,Rosemann,19821006,1982,F,34601,pauline15@web.de,+49(0) 761817944,Ludwina-Hentschel-Allee 92/76
Michaele,Kaul Beng,19821105,1982,F,70447,hinrichharloff@gmail.com,+49(0)2866966405,Philippe-Staude-Ring 40-80
Wolf-dietrich,Bolnbach,19781018,1978,M,95392,elsbethfechner@yahoo.de,0358006449,Rustplatz 2/5
Stilla,Pölitz,20070323,2007,F,68059,uwegumprich@web.de,01757 180893,Karl-Dörr-Allee 4/5
Sönke,Anders Beng,19670305,1967,M,26170,emude@gmail.com,+49 (0) 1536 008002,Felicia-Hande-Allee 5-3
Hans-walter,Hering,19600327,1960,M,19311,muelichennikolaus@gmx.de,05900 845679,Christophallee 2-9
Matteo,Speer,19610916,1961,M,05220,ernst-august01@googlemail.com,(00113) 759720,Schlosserstr. 65
Rene,Fiebig,19850304,1985,M,44205,hansjoachimbiggen@googlemail.com,+49(0)9466 415054,Rita-Hamann-Gasse 2-7
Trudel,Gehringer,19890518,1989,F,87788,jelena15@hotmail.de,(04951) 188796,Reinhild-Römer-Gasse 6-4
Elisa,Geißler,19740531,1974,F,11957,ismet42@aol.de,+49(0)8777 73380,Ernst-August-Heydrich-Straße 8
Sylvio,Wähner,19820214,1982,M,59662,sagerhans-d@yahoo.de,(09398) 415458,Reichmannstraße 5456
Fridolin,Sontag-pergande,19441231,1944,M,29433,danielastumpf@gmx.de,01364544869,Atzlerallee 49
Norma,Meyer,19570826,1957,F,65182,bogdan06@googlemail.com,+49(0) 333128875,Klemmplatz 161
Matthias,Bohlander,19540130,1954,M,28470,drubannemarie@hotmail.de,07688 371368,Friedo-Oestrovsky-Ring 98/67
Helmut,Geisler,19900424,1990,M,76165,peukertheinz-peter@gmx.de,+49(0)6781 54808,Tamara-Schmiedecke-Straße 7271
Jörg,Binner,19560704,1956,M,06384,johanngehringer@googlemail.com,+49(0) 630641515,Margrafstr. 9/6
Toni,Schüler,19681225,1968,M,10375,krokervolker@gmx.de,+49(0)7008 12202,Helen-Rogner-Platz 5
Karl-jürgen,Stahr,19990713,1999,M,11083,lhaering@gmx.de,+49(0)4478 25889,Aleksandr-Benthin-Straße 2-6
Polina,Etzold,19720301,1972,F,84156,dharloff@googlemail.com,0242475649,Hans-Henning-Rörricht-Ring 2
Wencke,Jacob,19970731,1997,F,91810,valentinetrommler@aol.de,+49(0)2004 47245,Ullmannstr. 4722
Kevin,Nerger,19510626,1951,M,92786,iroemer@yahoo.de,(03899) 88590,Ralph-Seifert-Straße 699
Frieda,Hamann,19880405,1988,F,83277,qkostolzin@hotmail.de,04369 714230,Lisbeth-Weiß-Straße 76-78
Gislinde,Etzler,19480119,1948,F,05528,kira88@aol.de,07079190470,Naserstraße 3/3
Otto,Koch Ii,19940416,1994,M,88398,petra23@googlemail.com,(00076) 86425,Rudolphallee 9-2
Patric,Jähn Beng,19630908,1963,M,87256,qgertz@web.de,02150071004,Lübsplatz 808
Giuseppe,Losekann,19740905,1974,M,71214,etzoldvaleria@googlemail.com,+49 (0) 8420 966056,Katharina-Drubin-Platz 16
Gülsen,Lindau,19910723,1991,U,53160,gunpfwilhelmine@web.de,(02397) 128754,Hertrampfplatz 339
Arndt,Kabus,19551210,1955,M,12456,wencke53@gmail.com,+49(0)4819 007686,Schinkegasse 57-46
Olaf,Tröst,19971006,1997,M,57753,susannscholl@gmail.com,06030835148,Drubinweg 99/20
Evi,Mosemann,19990216,1999,F,77207,fruppert@gmx.de,04763 07112,Eimerring 4-2
Albin,Steuer-junken,19740214,1974,M,87039,antonspeer@gmx.de,+49(0)8295 46894,Beatrix-Huhn-Straße 4
Florentine,Geißler,19790915,1979,F,07414,rebekka17@yahoo.de,(08235) 81594,Jo-Otto-Weg 6-4
Claus-dieter,Häring,19580721,1958,M,56161,ingrid26@yahoo.de,+49(0) 341864279,Kaulstraße 95/50
Michelle,Niemeier,20061005,2006,F,73143,udo65@yahoo.de,+49(0) 210018025,Raimund-Reinhardt-Platz 287
Zita,Mühle,20050331,2005,F,09516,ildiko63@gmail.com,09506 421554,Wagnerweg 3-5
Daria,Textor,19691011,1969,F,88722,qkoch@googlemail.com,05226 33444,Katherina-Radisch-Weg 71
Ottmar,Schaaf,19891230,1989,M,88302,roy03@googlemail.com,+49(0)8944 59306,Steckelallee 72-59
Marica,Rogner-zänker,19870105,1987,F,51765,oklingelhoefer@yahoo.de,(05647) 51764,Sylvio-Etzler-Platz 35
Gaetano,Jopich-hofmann,19650611,1965,M,70435,heike27@yahoo.de,+49 (0) 1438 216352,Songül-Geisel-Weg 2/5
Simona,Baum,19851017,1985,F,26742,minna97@hotmail.de,+49 (0) 1265 397991,Philippe-Schacht-Platz 5761
Irena,Mohaupt,19600610,1960,F,75839,herma25@web.de,01053 320287,Amalie-Otto-Allee 0
Reiner,Seidel,19760107,1976,M,34665,hans-ulrich83@aol.de,+49(0)1102 728855,Ekkehart-Schenk-Gasse 20-12
Jacqueline,Binner-barth,19640821,1964,F,63385,zirmeurban@aol.de,(01097) 80398,Weinholdring 1-4
Salvatore,Wulff-bolzmann,19450208,1945,M,00453,ilhanwesack@hotmail.de,05290184342,Buchholzring 68-30
Ludwina,Rudolph,19900611,1990,F,87552,reisingwolfgang@gmx.de,+49 (0) 2549 184453,Köhlerstraße 15/18
Adelgunde,Schuster-löwer,19920623,1992,F,43256,sahin03@yahoo.de,(03295) 04946,Türkan-Walter-Allee 4-4
Susan,Kensy,19941208,1994,F,62258,jan74@gmx.de,+49(0)7708 09233,Birte-Kostolzin-Straße 6155
Hans-jörg,Siering,19660124,1966,M,61003,ofaust@gmx.de,+49(0) 022569907,Schmidtplatz 54
Fernando,Kensy,19690901,1969,M,49203,zbaehr@aol.de,09069 702511,Jäntschgasse 4-3
Karl-hans,Reising,20021208,2002,M,38682,vmitschke@web.de,+49(0) 929482853,Roskothplatz 7
Helene,Franke,20070827,2007,F,92291,friedbert59@aol.de,+49 (0) 2978 978046,Börnerstr. 6-9
Imre,Bärer-henk,20011223,2001,M,77933,vortmann@web.de,(05572) 676365,Gutering 0
Petar,Haase-krebs,19511220,1951,M,50831,adajessel@hotmail.de,+49(0)1469 530751,Textorallee 1/9
Liliane,Kreusel,19450717,1945,F,55949,herrmannhilmar@googlemail.com,(00234) 638082,Sven-Stumpf-Platz 3-3
Christiana,Hahn Beng,20050316,2005,F,62293,letzler@aol.de,(00201) 36896,Kriemhild-Müller-Weg 8
Hedwig,Bender,19480204,1948,F,40352,awernecke@hotmail.de,04548 240248,Keudelallee 21-32
Hedi,Schönland,19680906,1968,F,63145,ioannis59@gmail.com,+49(0)0793 700358,Walther-Weinhage-Gasse 7/6
Toni,Karge,19540309,1954,M,98745,nmangold@gmx.de,09207140520,Heckerstr. 2971
Hans-jörg,Graf Beng,19491230,1949,M,66170,tinaboerner@yahoo.de,+49 (0) 0948 270332,Metzring 3/3
Otfried,Dörr,19660219,1966,M,74523,fjockel@yahoo.de,(08465) 741861,Vesna-Huhn-Platz 69/27
Linus,Mies,19630312,1963,M,23374,egon87@gmx.de,+49(0)8365 05183,Segebahnplatz 56-55
Patricia,Kühnert,19720322,1972,F,70612,yseip@web.de,04147277323,Gaetano-Schulz-Straße 4
Dolores,Koch Ii,19930430,1993,F,59175,yfechner@hotmail.de,09669 091752,Tlustekplatz 43-73
Klara,Bender,20020222,2002,F,62036,qtrub@hotmail.de,+49(0)9740 44595,Ladeckring 79/96
Bogdan,Pärtzelt,19540525,1954,M,43412,stahrdarko@gmx.de,0561680754,Weißweg 87/33
Heino,Fischer,19970201,1997,M,96052,atzlereduard@web.de,+49(0) 575552613,Nadeshda-Knappe-Weg 7/7
Monja,Langern,19460516,1946,F,20357,immoschottin@googlemail.com,(06518) 677349,Hanne-Lore-Otto-Allee 72
Suse,Hermighausen,19961209,1996,F,75958,uweimer@gmx.de,+49(0)5012 62256,Wagnerstr. 8679
Lisbeth,Hauffer,19840605,1984,F,05753,engelbert74@hotmail.de,00598104760,Etta-Sontag-Gasse 7310
Selma,Reichmann,19950416,1995,F,73247,zring@googlemail.com,00569 933063,Udo-Ackermann-Straße 1/2
Gerlind,Reuter,19640708,1964,F,35843,dlindner@web.de,0057095450,Kramergasse 30-58
Nelli,Textor,19560515,1956,F,99527,tlustekandrei@googlemail.com,+49(0) 283893290,Schulzstraße 18/57
Alexej,Schmiedt-stiebitz,19691012,1969,M,71245,brogge@gmail.com,00689 15781,Schuchhardtring 49
Hans-ulrich,Junk-neureuther,19760808,1976,M,82050,anto62@gmail.com,+49(0) 490722041,Alois-Schaaf-Weg 717
Jens,Reinhardt,19940724,1994,M,05109,ernst-otto20@gmail.com,+49(0) 321181694,Margarita-Rose-Weg 2-5
Klaus,Peter Hiller,19620324,1962,M,81545,kitzmannfernando@hotmail.de,(05021) 51916,Georgine-Hering-Straße 24
Sylvie,Striebitz,19551202,1955,F,13059,loewerphilip@googlemail.com,+49(0)5456 09215,Ramon-Koch II-Weg 1
Ingeburg,Scheel,20021215,2002,F,34471,guentermargraf@aol.de,09479 966548,Kristin-Bärer-Platz 965
Heinz-otto,Rogge,19551130,1955,M,48350,schaefervincenzo@gmx.de,+49 (0) 5755 559204,Bodo-Schäfer-Ring 3
Gert,Hermann,19561025,1956,M,00969,benthingabriela@aol.de,06610 90214,Hofmannstraße 39-13
Birgitt,Sölzer Beng,19690114,1969,F,41944,heinz-georgschmiedt@googlemail.com,0144580928,Benthinallee 1-9
Willy,Franke,19980815,1998,M,52338,sigfriedpeukert@gmail.com,01755 49100,Georg-Wulff-Allee 9
Guntram,Jüttner,19880227,1988,M,69812,joerg64@web.de,+49 (0) 8800 442215,Karl-Otto-Scholtz-Gasse 8582
Kay-uwe,Ruppert-wernecke,19600924,1960,M,93232,ottoantonios@web.de,+49(0)2276894342,Zobelring 6-8
Moritz,Köster,19930728,1993,M,41259,leon92@hotmail.de,+49 (0) 8936 572178,Vollbrechtstr. 4-2
Maurice,Börner,19990212,1999,M,82406,frank-michaelgraf@gmx.de,+49 (0) 2211 871171,Gertraud-Lübs-Weg 8-1
Milica,Klapp,19730722,1973,F,89896,roskothehrhard@gmail.com,0846643188,Gierschnerweg 164
Eckehard,Ladeck-heinrich,19660912,1966,M,19191,wseip@googlemail.com,04219 949182,Loretta-Speer-Ring 51/49
Lukas,Müller,19441208,1944,M,00840,qkambs@gmx.de,05940036627,Jacoballee 356
Pascal,Jäntsch,19860502,1986,M,64387,krzysztofstriebitz@aol.de,+49 (0) 0629 542960,Teresa-Atzler-Allee 5
Maria-theresia,Albers,19790904,1979,F,20818,kambsronald@yahoo.de,(08334) 060712,Amir-Pölitz-Allee 9
Olav,Langern,19940307,1994,M,05996,leif57@yahoo.de,+49(0) 885373329,Hildburg-Löwer-Ring 226
Hedwig,Koch Ii,19810813,1981,F,17580,paola32@web.de,(02407) 53504,Nuri-Nerger-Allee 1601
Steffi,Boucsein-eimer,19630126,1963,F,30326,ortmannwenzel@gmail.com,00610612788,Stolzestraße 27/29
Olivia,Drubin,19501125,1950,F,59365,stanislav12@gmx.de,+49 (0) 5985 316511,Danuta-Lange-Weg 6191
Raimund,Eberhardt,19570104,1957,M,21321,hans-hinrich93@yahoo.de,04610 792886,Gunpfplatz 783
Pedro,Kühnert,19510504,1951,M,60752,nelly88@yahoo.de,+49 (0) 2759 375352,Holtallee 2578
Anne-kathrin,Kraus,19870818,1987,F,51601,marliesebolnbach@yahoo.de,(06908) 128609,Silke-Zimmer-Weg 77/63
Falko,Holsten,19751126,1975,M,53101,hansjuergenlinke@googlemail.com,+49(0) 077450189,Diethard-Ebert-Gasse 5/7
Ole,Butte,19941217,1994,M,81390,hoestrovsky@aol.de,0414959297,Barbara-auch Schlauchin-Ring 4-4
Karoline,Gnatz,19821210,1982,F,94673,lilijahauffer@gmail.com,+49(0)8590 42850,Pechelweg 58-59
Monika,Wesack,19450203,1945,F,67864,jesselannette@yahoo.de,09953893745,Rotraud-Hande-Platz 2-5
Roswitha,Sauer-pergande,19800227,1980,F,72123,gisbert61@googlemail.com,(05512) 52599,Keudelring 87-33
Aleksandar,Nette,19460804,1946,M,44084,kkarge@gmail.com,(08842) 295929,Sami-Wende-Platz 62
Sergej,Kade,19891213,1989,M,00162,steuerluigi@web.de,(09489) 55581,Filiz-Speer-Straße 6
Bastian,Säuberlich,19871002,1987,M,79064,gerofischer@aol.de,(01521) 607612,Herbert-Scheel-Straße 85/33
Sabri,Wagner,19830504,1983,M,43036,tfaust@web.de,(08846) 645227,Klemtweg 41/25
Violetta,Schottin,19891005,1989,F,47367,urogner@hotmail.de,+49(0) 655359257,Anthony-Schleich-Platz 934
Nadine,Höfig,19500429,1950,F,49405,eva-marie56@yahoo.de,+49(0)6701 682190,Curt-Käster-Gasse 97-84
Heinz-willi,Staude,19681030,1968,M,05879,wenkeschomber@gmail.com,+49(0)6015 886811,Sepp-Weinhold-Straße 7/7
Adina,Pergande,19850206,1985,F,08841,ladeckhans-guenter@hotmail.de,0907156844,Lachmannplatz 93/66
Hans-helmut,Neureuther Beng,19570128,1957,M,98453,karin45@aol.de,+49(0)9498 445122,Verena-Renner-Gasse 25
Cetin,Dowerg,19510318,1951,U,74862,van-der-dussensamir@aol.de,+49(0)9162 88565,Rädelallee 5301
Kenneth,Gröttner-junken,20031028,2003,M,12834,abbas61@aol.de,+49 (0) 3856 358272,Niels-Hentschel-Straße 68
Evelyn,Trupp,19700108,1970,F,44576,lutz50@yahoo.de,+49(0)6886 12729,Mangoldgasse 7
Joanna,Renner,19601109,1960,F,16552,roggeortrud@hotmail.de,+49(0)1791237649,Klingelhöferallee 6/8
Hans,Jörg Möchlichen,19670613,1967,M,86327,atzleradelgunde@yahoo.de,00853021958,Eberthstraße 8/7
Ortwin,Austermühle,19480926,1948,M,35768,elisabeth37@web.de,+49(0)2658592804,Frankeplatz 705
Fredo,Förster,19450609,1945,M,99297,agatha99@googlemail.com,(04548) 907272,Adlerplatz 87
Kriemhild,Stroh,19680603,1968,F,60672,burghardscholz@aol.de,+49(0) 031211883,Luise-Schüler-Weg 5/2
Oda,Thies,19900516,1990,F,90024,jweinhold@aol.de,(06438) 457131,Bauerplatz 7
Steven,Bohnbach,19600519,1960,M,09161,priska32@web.de,06338510939,René-Bonbach-Ring 81
Sylvie,Walter-löchel,19800411,1980,F,94080,hiltrudstroh@gmx.de,+49(0)2546978803,Kästergasse 6
August,Wohlgemut,19940731,1994,M,20508,suekrueehlert@yahoo.de,+49(0)8015862042,Kensyallee 8
Filippo,Hölzenbecher-hartmann,19571019,1957,M,10628,brudergertraud@aol.de,0893869266,Hiltraud-Geisel-Allee 5/5
Dajana,Scholl-schwital,19821122,1982,F,88248,afinke@web.de,(04137) 982416,Gießweg 635
Guido,Wulff,20040517,2004,M,38222,wera47@yahoo.de,(02154) 16707,Weimerweg 47/35
Heiner,Linke Beng,19660720,1966,M,05663,doerraenne@googlemail.com,03308616114,Walterplatz 9
Volker,Butte,19460203,1946,M,89108,gregor36@googlemail.com,09599 040151,Schleichring 46-51
Karl-hermann,Van Der Dussen-schleich,19540624,1954,M,17274,reuterrosa@aol.de,+49(0) 869434774,Heinz-Wilhelm-Hartmann-Gasse 353
Lina,Mülichen,20070221,2007,F,11596,luisgehringer@aol.de,+49 (0) 8533 089940,Gumprichgasse 974
Hellmuth,Ebert,19870216,1987,M,45775,sandro15@googlemail.com,02570 89629,Patbergstr. 8830
Claus,Stiebitz Beng,20040705,2004,M,38608,mangoldselma@googlemail.com,+49(0)6372 610691,Gunther-Haering-Weg 51-25
Peggy,Schomber,19650311,1965,F,12179,gerard61@gmail.com,0384239125,Lübsallee 0
Friedo,Mälzer,19591106,1959,M,28784,ercan79@hotmail.de,04504841912,Elzbieta-Fliegner-Platz 3/2
Marlen,Heuser,20020929,2002,F,20103,troestdonald@web.de,+49(0) 832496416,Hans-Wilhelm-Patberg-Platz 470
Eleonora,Sorgatz,19970216,1997,F,24657,luigisegebahn@web.de,(05848) 68025,Liebeltstr. 6-6
Valerie,Scholz,20070519,2007,F,14622,lucieschomber@yahoo.de,+49(0)2927 770135,Trudel-Börner-Platz 8-4
Anatol,Etzler-scheel,19760820,1976,M,90064,holstenben@web.de,+49(0)8285900799,Rädelplatz 5064
Hans-uwe,Warmer,19711216,1971,M,32675,trappconny@web.de,02406 811286,Jacqueline-Scholl-Gasse 2-7
Mareike,Bloch,20000620,2000,F,59865,vkobelt@hotmail.de,04279 91248,Roy-Schönland-Gasse 215
Hans-christian,Döhn Beng,19590506,1959,M,84180,waltrudheinrich@gmail.com,(05821) 60061,Ismet-Stumpf-Straße 4906
Zeki,Trub,20060416,2006,M,64461,bogdan68@web.de,0722642194,Grein Grothstr. 99
Arndt,Seifert,19631122,1963,M,95364,sonia97@yahoo.de,08800 382823,Bertold-Oestrovsky-Platz 8/1
William,Juncken,20010501,2001,M,09515,wkade@gmx.de,+49(0)4514 41724,Karen-Albers-Straße 49-33
Rosalinde,Henk,19720808,1972,F,26861,balthasar46@aol.de,+49(0)6445 96676,Eberthring 1-4
Uwe,Trub,19651206,1965,M,31019,sieringserpil@hotmail.de,00763243272,Jovan-Fischer-Weg 9/8
Irmhild,Pechel-henk,19820616,1982,F,06629,margarete15@web.de,00892794118,Egon-Schinke-Ring 60-98
Ehrhard,Seidel,19880502,1988,M,44103,doerrrouven@aol.de,0959201116,Spießstraße 6-2
Marcel,Fischer,19590305,1959,M,18630,kristiane57@aol.de,+49(0)4696713938,Handestraße 442
Nadin,Rädel Beng,19950321,1995,F,61045,renatasuessebier@web.de,+49(0)3582 20944,Vincenzo-Heinz-Platz 13
Hanspeter,Renner,19611221,1961,M,88918,tassilo76@googlemail.com,+49(0)5863 840211,Fröhlichstr. 4
Jutta,Eimer-pergande,19490408,1949,F,34870,laszlostiebitz@aol.de,+49(0) 648860075,Kruschwitzallee 1596
Edmund,Wilms,19690226,1969,M,57894,wputz@hotmail.de,(02715) 977841,Laila-Rädel-Weg 5
Emilie,Hübel,20000303,2000,F,39548,eloeffler@gmx.de,+49 (0) 2389 616830,Sagerstr. 9-2
Niels,Zimmer,19550624,1955,M,91292,stavroshande@web.de,04856827177,Stumpfstr. 596
Reza,Kramer,19851231,1985,U,43981,julianahesse@hotmail.de,04027 76739,Leonore-Stadelmann-Weg 28-19
Käthe,Hoffmann-dowerg,19660903,1966,F,32445,dorothea37@yahoo.de,+49(0) 298570330,Gabi-Seip-Straße 506
Madeleine,Beyer,19630311,1963,F,04557,henriettestumpf@googlemail.com,07085 527076,Keudelring 98
Gunhild,Huhn,20000905,2000,F,19065,annemiesteinberg@hotmail.de,0670096513,Schinkestr. 92/21
Traudl,Bolnbach,19780425,1978,F,89295,meryem36@web.de,+49(0) 927787209,Danuta-Schmiedt-Platz 644
Evangelia,Faust,19621216,1962,F,95213,gbloch@aol.de,+49(0) 697106303,Keudelgasse 4/8
Ingeborg,Hahn,19610510,1961,F,51449,ditschlerinmanfred@yahoo.de,+49(0)1066 27288,Ursel-Geißler-Gasse 6251
Korbinian,Weller-blümel,19560213,1956,M,56862,pavelvogt@hotmail.de,(05408) 85804,Radischring 6633
Markus,Kroker,20010209,2001,M,44750,auch-schlauchinkira@gmail.com,+49(0)2385 50372,Herrmannweg 90
Norman,Jüttner,19961212,1996,M,45879,gehringerslawomir@yahoo.de,0883416622,Rocco-Roskoth-Weg 8/5
Marjan,Karge,19520709,1952,M,84745,dogan49@web.de,01435848286,Jakob-Kabus-Weg 702
Inge,Heser,19501210,1950,F,58135,sarah02@gmail.com,(02966) 61275,Stiffelweg 1/7
Friedhelm,Nette,19771211,1977,M,10890,marvin77@gmx.de,+49(0)0019 38376,Röhrdanzstr. 81
Natascha,Schinke,19860905,1986,F,58614,jessikareuter@yahoo.de,00096 679042,Götz-Kraushaar-Weg 36/15
Mariusz,Kallert,20070322,2007,M,94743,ehlertleon@hotmail.de,0302605262,Ottokar-Wende-Ring 2/6
Halina,Kohl,19830210,1983,F,17566,gwinkler@web.de,08249018500,Vincent-Bloch-Straße 5-7
Dietrich,Mentzel,19611110,1961,M,98827,scheuermannioannis@gmail.com,00892 102535,Schmidtkegasse 1/1
Alberto,Gute-beier,20041210,2004,M,78570,peigenwillig@gmx.de,+49 (0) 7629 692561,Ullrichallee 5888
Vesna,Biggen,19740102,1974,F,02043,huebelchristel@hotmail.de,0203548027,Striebitzring 79/94
Dominik,Süßebier,19701205,1970,M,53945,mmartin@gmx.de,(09557) 51629,Börnerstraße 7
Nuray,Stadelmann,19870316,1987,F,71431,dennis27@web.de,0080055883,Enver-Nerger-Platz 115
Milos,Otto,20050913,2005,U,42318,krokerhorst-peter@hotmail.de,+49 (0) 6693 976278,Jähnring 65-48
Ryszard,Hentschel,19990516,1999,M,37856,katalinnerger@gmx.de,09802592284,Tassilo-Bohlander-Platz 45/37
Jessika,Bloch,19531018,1953,F,92949,blangern@gmx.de,04202 861683,Klaus-Förster-Ring 95/65
Siegfried,Barkholz-köster,19641211,1964,M,59499,stolzehans-martin@hotmail.de,(04691) 606652,Kramergasse 954
Ralph,Flantz Beng,19470813,1947,M,07677,dkeudel@hotmail.de,+49(0) 236738648,Junckgasse 8/7
Heinz-georg,Niemeier Beng,20070521,2007,M,42204,rohtwalli@aol.de,(01571) 490322,Dajana-Wulf-Straße 1
Annemarie,Tlustek Beng,19601103,1960,F,32813,rkensy@hotmail.de,(00693) 02756,Antonia-Bohnbach-Weg 5/7
Jens,Ladeck Beng,19740620,1974,M,11558,beernadja@googlemail.com,(09507) 047592,Henckring 4/1
Cäcilia,Hamann Beng,19891014,1989,F,96430,fhettner@googlemail.com,08717 43835,Metzallee 50-59
Michael,Stadelmann,19820322,1982,M,91901,roskothreimer@web.de,07858 795102,Lieschen-Becker-Allee 95
Otfried,Rosemann,19660508,1966,M,41418,ygeisler@aol.de,09045 93616,Giorgio-Trommler-Allee 7/7
Janette,Mitschke,19571208,1957,F,61452,charlotte68@aol.de,08763197321,Sieringring 7/4
Marko,Käster,19690610,1969,M,57725,bthies@web.de,(06268) 55391,Oderwaldgasse 1181
Anastasia,Stey,19550610,1955,F,21607,herrmannoscar@hotmail.de,00953 78936,Walterweg 2
Klaus,Dieter Jessel,19530726,1953,M,16617,vanessascholtz@hotmail.de,+49(0) 211606936,Daniele-Dörr-Ring 6-3
