first_name,last_name,dob,year_of_birth,gender,zip,address
Marek,Mielcarek,19880922,1988,M,59907,Lambert-Mielcarek-Ring 3474
Gerard,Dowerg,20020412,2002,M,07313,Berndt-Wähner-Allee 94
Yvonne,Wirth,19540824,1954,F,06119,Scheibegasse 81-80
Meike,Ortmann,19450130,1945,U,12423,Brigitte-Ernst-Gasse 4577
Ian,Klemm,19841211,1984,M,37152,André-Sager-Straße 4/9
Gertraude,Rose,20051010,2005,F,32605,Mielcarekring 2/5
Ingrid,Trommler-geißler,19750406,1975,F,67742,Blümelallee 1-9
Irmgard,Koch,19760521,1976,F,32894,Lieselotte-Karge-Allee 2/2
Sylvana,Krebs,19480204,1948,F,65949,Bärerallee 5/5
Theda,Winkler,20031003,2003,F,13342,Ulf-Mülichen-Platz 374
Salvatore,Tschentscher,19860302,1986,M,40069,Eberthweg 17/83
Norma,Herrmann-trüb,20050301,2005,F,86565,Sylvia-Börner-Weg 8
Gerta,Harloff,19540206,1954,F,80521,Tobias-Barkholz-Allee 56/74
Beate,Plath,19580817,1958,F,87200,Henschelplatz 111
Marcel,Hamann Beng,19510223,1951,M,41443,Annekatrin-Paffrath-Allee 5
Darius,Johann,19930901,1993,M,36132,Dorota-Kambs-Ring 14/91
Emanuel,Bruder,19800426,1980,M,10724,Anna-Fiebig-Gasse 37
Jolanda,Loos,19760911,1976,F,50045,Iwona-Martin-Straße 85-95
Kamil,Bärer,19640418,1964,M,16548,Angelica-Benthin-Allee 6
Boris,Ziegert,19940807,1994,M,21173,Wielochring 396
Matteo,Ladeck,19980531,1998,M,01057,Etzoldweg 60-81
Ina,Auch Schlauchin,19721003,1972,F,94763,Carin-Heser-Weg 89/64
Willibert,Kabus,19510214,1951,M,61104,Rohledergasse 62/91
Kathrin,Heinz,19790826,1979,F,63601,Marlene-Metz-Ring 41/28
Helena,Hiller,19530625,1953,F,11135,Höfigweg 9-7
Maritta,Putz-hauffer,19580518,1958,F,76809,Evangelia-Pieper-Gasse 33/33
Nevenka,Beer Beng,20060319,2006,F,75592,Albersring 4
Ottilie,Mielcarek,19710916,1971,F,89913,Sahin-Stumpf-Allee 80
Frederic,Drewes,19561221,1956,M,90976,Edeltrud-Graf-Platz 320
Gunar,Wirth,19560818,1956,U,49679,Jürgen-Liebelt-Allee 4
Berthold,Schaaf,19671201,1967,M,92536,Elly-Bolzmann-Allee 321
Martine,Wirth,19650629,1965,F,24344,Abbas-Klingelhöfer-Allee 41-95
Lea,Fliegner,19520923,1952,F,57334,Hannelore-Wende-Straße 2-3
Gerda,Wieloch,19701020,1970,F,24957,Kreuselweg 20/37
Verena,Karge,19850820,1985,F,75133,Lisbeth-Hofmann-Allee 2-6
Zoltan,Heintze,19590530,1959,U,13764,Klotzstr. 3-1
Anja,Scholz Beng,19530506,1953,F,50063,Janko-Hermann-Allee 4
Heide,Vogt,19800112,1980,F,94007,Anni-Gutknecht-Gasse 5572
Rocco,Ernst,19920402,1992,M,36103,Zenon-Kallert-Allee 7-8
Evelyne,Harloff-gerlach,19840315,1984,F,61122,René-Finke-Gasse 822
Monja,Pärtzelt,19771105,1977,F,71845,Milena-Höfig-Weg 407
Elise,Heß,19450604,1945,F,93759,Truballee 0
Friedhold,Gerlach,20060308,2006,M,28068,Casparplatz 92/40
Franz,Josef Hübel,19820501,1982,M,62567,Burghard-Mälzer-Gasse 36-51
Vinko,Girschner,19541201,1954,M,37335,Frankestr. 7870
Rupert,Textor,19610901,1961,M,12630,Natalie-Beer-Platz 71/22
Ingeborg,Eckbauer,19480603,1948,F,56944,Gretel-Conradi-Straße 7
Ira,Seifert,19480829,1948,F,65297,Matthäus-Mülichen-Weg 9-8
Sybille,Kruschwitz,19950701,1995,F,90153,Nohlmansring 33/61
Dajana,Trub-heinz,19981029,1998,F,75631,Niemeierstraße 5
Tadeusz,Wagner-roskoth,19921221,1992,M,84377,Truppring 92
Knud,Hartmann-sontag,19860417,1986,M,98196,Schollallee 2-8
Jana,Jacobi Jäckel Beng,20020505,2002,F,65466,Gorlitzstraße 94/73
Witold,Börner-kabus,19610804,1961,M,88858,Andy-Pieper-Straße 736
Heinz-georg,Karz,19980122,1998,M,85093,Matthäistraße 2
Luzia,Drewes,19731215,1973,F,30331,Kabusgasse 8-9
Gerlinde,Reichmann,20070815,2007,F,47591,Kathleen-Scheuermann-Ring 4/4
Wieland,Siering,20010318,2001,M,26002,Thiesstraße 7324
Vincent,Hecker,19760409,1976,M,50596,Haaseplatz 68/78
Sonja,Van Der Dussen-matthäi,19510118,1951,F,18112,Pavel-Staude-Ring 3/8
Mina,Radisch,19511123,1951,F,52473,Krokergasse 80
Constantin,Dörschner,19851212,1985,M,55589,Mudering 3/8
Marion,Otto,19730203,1973,F,33664,Ferdi-Finke-Gasse 5052
Friedemann,Bolander,19820715,1982,M,37846,Dirk-Sontag-Weg 6-8
Aloisia,Caspar,19560607,1956,F,49719,Marianne-Roskoth-Allee 57-50
Amalia,Reinhardt,20070726,2007,F,93135,Staudegasse 69-75
Cläre,Mielcarek,19500405,1950,F,08137,Schmidtallee 5-7
Eckehard,Reinhardt,19650331,1965,M,46532,Löchelplatz 9/4
Siegfried,Rogner,19560106,1956,M,32552,Hans-Dietrich-Klemm-Straße 6
Dominic,Beer-schleich,19560609,1956,M,02074,Priska-Kranz-Straße 6-8
Eugenia,Bachmann,19600104,1960,F,85783,Martine-Wirth-Weg 71/82
Klaus-dieter,Keudel,19820414,1982,M,98669,Gierschnerallee 6
Sophia,Heintze,19920310,1992,F,27192,Solveig-Hornig-Straße 8-4
Kriemhild,Gerlach-reichmann,19910128,1991,F,84621,Junkallee 12
Kenneth,Bruder,19501009,1950,M,86557,Schmidtring 35-48
Aleksandra,Lachmann,19540511,1954,F,35393,Cynthia-Herrmann-Straße 20-82
Sabrina,Löwer,20050614,2005,F,42465,Sauerallee 5
Anette,Schmidtke,19920808,1992,F,58899,Gierschnerring 1/5
Emma,Hamann,19961208,1996,F,78465,Preißgasse 3759
Bernward,Junken-buchholz,19610909,1961,M,06267,Gilbert-Pohl-Allee 45
Vittorio,Pölitz,19970524,1997,M,90199,Josef-Eimer-Weg 6
Alban,Haase-schenk,20020912,2002,M,20847,Harm-Gumprich-Platz 192
Walther,Segebahn Beng,20070101,2007,M,01515,Bohlanderring 282
Frieder,Heidrich,19571111,1957,M,08990,Beata-auch Schlauchin-Gasse 4
Hans-j,Stumpf,19640819,1964,M,78377,Kabusplatz 44/53
Catherine,Seidel-mentzel,19500925,1950,F,75058,Gudering 221
Romuald,Peukert,20021220,2002,M,96666,Freudenbergerstraße 65
Annemie,Kensy,19540515,1954,F,98082,Joerg-Gotthard-Gasse 39
Gülsen,Rudolph,19901017,1990,U,53439,Sontagallee 59
Mariele,Krebs,19971219,1997,F,69022,Bärergasse 33
Pascale,Schuster,19720724,1972,F,30610,Mechthilde-Weinhold-Weg 3-8
Rita,Weihmann,19850528,1985,F,89875,Bernard-Geisel-Ring 5-7
Kerstin,Finke,19700301,1970,F,44176,Bienweg 2/7
Hannchen,Schwital,19890529,1989,F,84041,Erika-Speer-Straße 8715
Inka,Mohaupt,19740618,1974,F,83106,Ellinor-Budig-Platz 542
Giuseppe,Roht,19820614,1982,M,83380,Rosering 19
Thomas,Rust,19810101,1981,M,76508,Orhan-Klemm-Weg 7847
Gerlinde,Lange,19660708,1966,F,59038,Steuerweg 15
Denise,Caspar Beng,20060811,2006,F,56136,Wiekallee 87
Sönke,Franke,19470915,1947,M,49476,Höfigstr. 70/65
Pascal,Atzler,19891220,1989,M,83944,Gertraut-Steinberg-Ring 26/98
Ilona,Scholtz,19470118,1947,F,41927,Schuchhardtweg 41/79
Gert,Dippel,20000721,2000,M,78501,Pruschkering 1-8
Theo,Fiebig,19460330,1946,M,23497,Dorothe-Seidel-Platz 7/4
Herta,Henschel,19970622,1997,F,56537,Matthias-Trüb-Weg 35/33
Agnieszka,Losekann,19891020,1989,F,44068,Klemens-Striebitz-Platz 4172
Gerolf,Tröst-hauffer,19980909,1998,M,41639,Hellwigweg 3
Polina,Häring-kabus,19450707,1945,F,90458,Bienweg 2/1
Henry,Ullmann Beng,20020225,2002,M,88456,Andree-Klotz-Ring 9
Ingetraut,Schleich,19611127,1961,F,82095,Arnold-Textor-Ring 586
Hans,Peter Barth,19871108,1987,M,55617,Hartmannweg 7/5
Ewald,Weller,19510515,1951,M,45761,Martingasse 6
Nathalie,Kramer,19751017,1975,F,45285,Sontagallee 5857
Kathrin,Wende Beng,19810501,1981,F,40287,Romuald-Segebahn-Allee 92-89
Katy,Hande Beng,19490113,1949,F,45650,Weinhagestr. 2964
Hans-peter,Tlustek,19610728,1961,M,27352,Thanelallee 1
Julius,Bachmann,19910227,1991,M,85101,Karzallee 49
Elsbeth,Hövel,19830828,1983,F,79835,Andreas-Oderwald-Allee 86
Ignatz,Blümel-schönland,19531122,1953,M,33021,Benedikt-Wernecke-Weg 33-10
Felicia,Bloch,19670516,1967,F,09094,Zofia-Barth-Straße 200
Siegrid,Scholtz,19511123,1951,F,99704,Heserstr. 40
Sandor,Grein Groth,19650902,1965,U,19199,Jacek-Dippel-Ring 14/83
Rosita,Hethur,19710108,1971,F,73565,Fröhlichstraße 1/7
Egbert,Wähner,20021002,2002,M,59341,Schuchhardtallee 70
Renato,Pohl,19701002,1970,M,79942,Ziegertstr. 2-5
Helga,Stey,19490512,1949,F,89323,Eberhard-Barth-Ring 2/7
Rebekka,Pärtzelt,20050407,2005,F,11580,Holstenstr. 10/37
Valentina,Kusch,19831010,1983,F,49680,Bonbachstr. 160
Dunja,Hamann,19560416,1956,F,03685,Rose-Haering-Platz 11-29
Cetin,Butte,19800317,1980,U,85584,Polina-Trüb-Allee 1-2
Gerhart,Textor,19850329,1985,M,83207,Wibke-Drub-Weg 59-75
Annelise,Tröst,19750208,1975,F,86508,Girschnerweg 64-48
Ottomar,Knappe,19831215,1983,M,04843,Marliese-van der Dussen-Gasse 4-5
Melissa,Mühle-wirth,19740805,1974,F,80967,Wielochstraße 1745
Selma,Mitschke-kallert,19770619,1977,F,64652,Guteplatz 9-7
Korinna,Franke,19860215,1986,F,24692,Wagnergasse 8128
Reinhold,Geißler Beng,19970221,1997,M,89710,Junckgasse 76/23
Siegward,Kraushaar,19661213,1966,M,07987,Hans-Wilhelm-Klapp-Weg 50
Eva,Winkler,19871013,1987,F,90111,Adriana-Keudel-Gasse 6/1
Mona,Tintzmann,19731224,1973,F,31190,Georgios-Pohl-Weg 4-6
Aline,Holzapfel,19840408,1984,F,71107,Textorallee 27/29
Anthony,Börner,19590826,1959,M,58767,Plathgasse 968
Ansgar,Hamann-kraus,19791010,1979,M,43659,Kobeltgasse 17-99
Josefa,Pieper,19850519,1985,F,84939,Aurelia-Karge-Gasse 11
Nadia,Albers,19751124,1975,F,03950,Charles-Klotz-Allee 8776
Friedl,Austermühle,19991104,1999,U,77534,Adelinde-Girschner-Allee 190
Maya,Stahr,19960201,1996,F,05458,Rohtstraße 62/12
Walter,Roskoth,19990610,1999,M,15122,Stumpfplatz 98
Wilfried,Müller,19751125,1975,M,98381,van der Dussenweg 7/5
Marie-therese,Schacht,19980331,1998,F,52677,Reni-Biggen-Straße 8700
Rosl,Trupp,19771114,1977,F,19915,Seidelstraße 30-91
Hildegart,Kramer,19690709,1969,U,02734,Trappweg 87/55
Helfried,Ladeck,19750519,1975,M,42055,Aneta-Beyer-Weg 6-6
Laila,Tschentscher,19641021,1964,F,30329,Edith-Rädel-Allee 6406
Gebhard,Johann,19831223,1983,M,67108,Haeringweg 20/51
Imelda,Walter-baum,19470927,1947,F,20750,Truppweg 92
Jan,Sager,19811112,1981,M,00927,Kösterstr. 670
Michel,Hein,19801119,1980,M,39199,Danica-Mohaupt-Straße 9
Tina,Kambs,19660404,1966,F,83500,Stephan-Heidrich-Allee 1-8
Hans-willi,Jockel,19771226,1977,M,40359,Evangelia-Segebahn-Straße 1/9
Reinhilde,Gude,19960102,1996,F,84171,Christa-Johann-Gasse 8
Malgorzata,Mosemann Beng,19730705,1973,U,36538,Alban-Losekann-Weg 32-26
Zoltan,Neuschäfer,19510624,1951,U,16537,Rohtweg 41/72
Gabriella,Tlustek,19750224,1975,F,90765,Eveline-Kohl-Gasse 25/65
Aleksandar,Holsten-kensy,19960906,1996,M,18334,Hartwig-Steckel-Gasse 4491
Alwin,Hesse,19580222,1958,M,00883,Knut-Gotthard-Ring 4-2
Edelgard,Beyer,19931110,1993,F,33179,Darko-Preiß-Allee 679
Klaus-michael,Ritter,19820718,1982,M,31990,Hans-Willi-Kramer-Straße 3
Jadwiga,Siering,19830227,1983,F,73301,Hölzenbecherstr. 97/16
Gordana,Scheuermann,19790309,1979,F,96394,Schäferstraße 26
Mechthild,Kabus,19721216,1972,F,30367,Heßplatz 12/65
Danielle,Oestrovsky,19660306,1966,F,01125,Andree-Ullmann-Weg 1
Tatjana,Wilmsen,19690406,1969,F,32069,Mentzelplatz 55/67
Tina,Neuschäfer,19630205,1963,F,76446,Werneckestr. 323
Franziska,Scheibe-haering,19750716,1975,F,44940,Uli-Blümel-Straße 7
Ali,Ruppert-schmiedt,19631107,1963,M,45614,Möchlichengasse 84/44
Agnieszka,Lorch,19680404,1968,F,88754,Jörg-Peter-Dietz-Ring 27
Irmtraud,Fröhlich,19800404,1980,F,27963,Bonbachweg 11-59
Mechthild,Dippel,19550418,1955,F,07084,Henschelstraße 762
Olga,Eigenwillig,19671111,1967,F,28757,Eckbauerstr. 92-21
Carmelo,Scheibe,19450504,1945,M,01472,Kambsplatz 40/86
Valeri,Meister Beng,19530928,1953,M,20994,Heinz-Willi-Dietz-Straße 0
Oda,Birnbaum,19500216,1950,F,88236,Evelyne-Seidel-Weg 84/18
Camilla,Buchholz,19980430,1998,F,32097,Scheelring 6-2
Riza,Jähn-bauer,19750923,1975,M,61817,Vogtstr. 399
Darius,Schuchhardt,20010616,2001,M,35206,Nergerring 953
Hans-karl,Bohnbach,19930116,1993,M,68177,Lehmannring 754
Lucia,Adolph,19820904,1982,F,21300,Heinz-Gerd-Dowerg-Straße 9733
Matteo,Trupp,19711230,1971,M,38124,Ada-Scheuermann-Platz 3/1
Ilse,Hecker,19510413,1951,F,18195,Miesallee 8/5
Stephan,Caspar,19790528,1979,M,19490,Höfigring 79-13
Kunigunda,Jäntsch,19690415,1969,F,17238,Uschi-Schüler-Ring 2774
Hans-adolf,Hübel,19910105,1991,M,85611,Hartmut-Hiller-Allee 89
Steffen,Löchel,19710303,1971,M,05360,Huhnplatz 78-27
Anna-marie,Lübs,19860904,1986,F,03524,Eckbauerplatz 59-64
Kirsten,Spieß,19690822,1969,F,18294,Noackweg 788
Anica,Budig,19920330,1992,F,65278,Adam-Mude-Gasse 39
Halina,Eimer Beng,19590404,1959,F,97375,Margret-Rose-Platz 9-6
Nina,Oestrovsky,19731224,1973,F,34625,Preißring 54/78
Marijan,Eimer,19700314,1970,M,81552,Stollgasse 1
Sylvia,Henck,19951205,1995,F,36728,Mentzelallee 55-45
Karl-otto,Karge-kallert,19460723,1946,M,55216,Elwira-Pruschke-Ring 195
Bernd-dieter,Liebelt-junken,20041117,2004,M,03231,Kobeltplatz 50-60
Korinna,Martin,19741125,1974,F,72988,Drubweg 65-50
Jacek,Trupp,19720405,1972,M,32185,Benedikt-Bien-Weg 4/2
Utz,Stiebitz,19970315,1997,M,40959,Roggeallee 65
Hilma,Schmidt-krein,19920306,1992,F,63440,Jüttnerweg 1
Rena,Röhrdanz,19471208,1947,F,03258,Winklerstr. 2-5
Giovanni,Kitzmann,19750621,1975,M,24112,Ilse-Köster-Gasse 8667
Anneli,Hahn,20050315,2005,F,26201,Bährallee 8/3
Rüdiger,Paffrath,19790310,1979,M,03859,Schinkeplatz 71/20
Valentina,Müller-dowerg,19860328,1986,F,54666,Schomberweg 4754
Wenke,Trupp,19840816,1984,U,76750,Sauerstraße 80/56
Heinz-walter,Holzapfel,19720922,1972,M,69386,Janusz-Röhrdanz-Ring 67-91
Gerold,Krebs-heinrich,19880425,1988,M,77478,Heide-Killer-Weg 89
Rosel,Rogner,19850127,1985,F,01286,Sölzerstr. 4
Gereon,Rohleder,19871209,1987,M,61144,Seifertstr. 5
Burkhard,Hecker-bien,19790120,1979,M,04054,Geza-Vollbrecht-Allee 351
Marcella,Mende,19630815,1963,F,86116,Ljudmila-Hentschel-Allee 37/56
Karen,Gude,19451220,1945,F,65263,Junckstraße 4/8
Manuel,Haase-christoph,19861028,1986,M,33558,Grit-Sontag-Straße 70
Giorgio,Beer,19810701,1981,M,40149,Dierk-Söding-Gasse 556
David,Hänel,19660309,1966,M,92825,Langeweg 1-8
Veronica,Krebs,19580824,1958,F,10031,Casparstr. 0
Hans-günter,Hande,19900501,1990,M,38605,Rosalinde-Steckel-Allee 76
Hannchen,Jacobi Jäckel-warmer,19590708,1959,F,63180,Säuberlichgasse 5
Zita,Fliegner,19610110,1961,F,95460,Swantje-Hentschel-Allee 533
Herta,Krause,20051210,2005,F,70502,Kuhlstraße 74
Klaus-dieter,Speer,19860624,1986,M,13907,Rupert-Jopich-Ring 88-71
Gabriella,Spieß,19520517,1952,F,89796,Börnerstr. 810
Carlos,Neuschäfer Beng,19550513,1955,M,74494,Roskothstraße 4
Hans-uwe,Hamann,19930403,1993,M,09934,Walburga-Kraushaar-Straße 17/84
Clemens,Schüler,19830813,1983,M,59263,Atzlerstraße 915
Paulina,Roskoth,19510719,1951,F,04161,Junckenstr. 2
Almuth,Hesse,19880814,1988,F,33124,Nathalie-Austermühle-Platz 71
Gunther,Henk,19980317,1998,M,71382,Gudeallee 72/29
Kathi,Weiß,19610422,1961,F,40643,Davidsring 77/96
Ayten,Winkler-wulff,19521025,1952,F,68516,Junckring 46
Jose,Holt,19840803,1984,M,56015,Radischgasse 2/1
Christl,Hofmann,19860408,1986,F,93528,Stiffelring 95-17
Ibrahim,Schweitzer,19980111,1998,M,18696,Zirmestr. 45-41
Anneli,Hande,19961106,1996,F,50561,Huhnstraße 19/89
Leonore,Drub Beng,19770715,1977,F,74808,Gitta-Neuschäfer-Allee 45
Valentina,Förster,19990621,1999,F,39247,Isidor-Matthäi-Weg 562
Herbert,Renner,19731020,1973,M,64034,Klotzallee 20
Gerhardt,Plath,19831002,1983,M,18438,Wilmsenallee 88/33
Mirjam,Ruppersberger,19510224,1951,F,24184,Flantzweg 69/22
Hans,Peter Siering,19750323,1975,M,57600,Erik-Hölzenbecher-Weg 59-35
Ortwin,Schmidt,19930314,1993,M,83735,Rotraud-Tröst-Straße 1/4
Heinz-willi,Trapp,20040519,2004,M,09430,Etzoldallee 84
Lieselotte,Bender,19890117,1989,F,34032,Frauke-Staude-Straße 7/8
Reza,Wohlgemut,19540623,1954,U,35957,Sibilla-Schlosser-Platz 2-9
Kenneth,Rädel,20050318,2005,M,51489,Fischerring 53-76
Hans-detlef,Schuster,19540208,1954,M,35611,Albersweg 8-4
Hans-gerhard,Wohlgemut,20050118,2005,M,58240,Desiree-Riehl-Straße 54/24
Sergej,Schleich,19930327,1993,M,16637,Anica-Klemt-Platz 57
Daria,Dobes,20011120,2001,F,61717,Galina-Mangold-Ring 6
Dietlinde,Klotz,19830409,1983,F,83541,Jenny-Pergande-Allee 2-3
Fatima,Söding,19730402,1973,F,61935,Freudenbergerring 47/86
Juan,Austermühle,19590707,1959,M,34505,Nasergasse 3
Anika,Oestrovsky,20060730,2006,F,43830,Henschelweg 8
Albina,Plath,19761228,1976,F,48312,Schusterring 544
Christine,Winkler,19690206,1969,F,00197,Apostolos-Hande-Platz 550
Burghard,Hande,20010208,2001,M,43156,Schaafplatz 6862
Dagmar,Riehl,20060122,2006,F,43701,Andersallee 46
Vanessa,Rörricht,19820626,1982,F,70757,Alina-Kallert-Ring 7-8
Krzysztof,Schönland,19470503,1947,M,79872,Flora-Trapp-Ring 7170
Ana,Kallert,19860302,1986,F,56397,Timm-Benthin-Platz 5655
Till,Riehl,20030908,2003,M,98132,Tilmann-Hänel-Platz 4040
Friedericke,Lindner,19890102,1989,F,64661,Erdal-Becker-Ring 214
Tomas,Mielcarek Beng,19770802,1977,M,77002,Uta-Heß-Ring 33-13
Gerta,Loos,19781220,1978,F,42651,Benthinstraße 41-82
Wieland,Gutknecht,19970331,1997,M,92101,Nikolaj-Hiller-Straße 68-85
Pietro,Girschner,19910109,1991,M,81709,Meisterweg 41
Max,Juncken,19571229,1957,M,29768,Reingard-Fröhlich-Allee 0
Zenta,Kraus,19841128,1984,F,92829,Staudestraße 65
Türkan,Sölzer,19980615,1998,F,78028,Katharine-Kranz-Allee 83-83
Heike,Stolze-roht,19760907,1976,F,78120,Etzlerplatz 1/6
Irmtrud,Biggen,20010101,2001,F,63674,Hans Josef-Tschentscher-Ring 8
Aenne,Heuser-karge,19990626,1999,F,36653,Steven-Junitz-Ring 401
Jolanda,Mude Beng,19821225,1982,F,00188,Abdullah-Döhn-Allee 1-5
Slobodan,Mälzer,19840702,1984,M,14553,Scheuermannstr. 457
Teresa,Müller,19950912,1995,F,97385,Paula-Hering-Ring 57/99
Robert,Adler,20040205,2004,M,08917,Scheelring 9-2
Hartmuth,Gertz,19530611,1953,M,52714,Klemens-Koch II-Platz 44-46
Bärbel,Pruschke,19870328,1987,F,08618,Hamannstraße 5
Waldtraut,Rose,20060313,2006,F,52473,Nina-Tlustek-Gasse 4-2
Hans-heinrich,Birnbaum,19980101,1998,M,12162,Andree-Bachmann-Platz 97/85
Korinna,Lübs-nette,19510227,1951,F,09887,Langernallee 5420
Janine,Baum-tröst,19780531,1978,F,17128,Mangoldstr. 3147
Stefani,Renner,19791215,1979,F,00602,Herrmannring 26-93
Elena,Hänel,19590826,1959,F,91387,Dehmelstr. 76
Ernst-dieter,Fliegner,19461211,1946,M,71766,Schollweg 3-3
Friedrich-karl,Scholtz,19460113,1946,M,30864,Ioannis-Wohlgemut-Ring 16
Sylvana,Tintzmann,19620227,1962,F,42618,Jolanthe-Trapp-Platz 37/64
Karina,Mielcarek,19860614,1986,F,38203,Annita-Juncken-Allee 44-61
Oswald,Hübel,19520813,1952,M,54703,Steyring 21-65
Tibor,Wilmsen,19830330,1983,M,49903,Brit-Riehl-Gasse 4-8
Hans-ulrich,Köster,19460220,1946,M,19514,Sontaggasse 18-21
Lucie,Stolze,19530520,1953,F,01784,Killerplatz 785
Otto,Heydrich,19520715,1952,M,07886,Roggestr. 97
Karl-jürgen,Wulf,19990626,1999,M,95538,Marie-Hertrampf-Allee 894
Ewa,Wohlgemut,19570609,1957,F,23680,Biggenstraße 7-8
Gesa,Gehringer,19541103,1954,F,16732,Keudelweg 41-56
Else,Döring,19730830,1973,F,80944,Sölzerallee 25
Olena,Wulff-striebitz,19701226,1970,F,34736,Fröhlichgasse 1
Mehmet,Holt,20011223,2001,M,74126,Hans-Theo-Hübel-Gasse 99-25
Mesut,Gehringer,19460409,1946,M,71569,Haufferweg 13/64
Gundel,Heidrich,19771018,1977,F,91326,Kitzmanngasse 74/68
Nikolaj,Zimmer-neureuther,19970606,1997,M,90014,Segebahnallee 51
Janos,Trommler,19770210,1977,U,93889,Sami-Ortmann-Ring 4
Rochus,Wilmsen,19821106,1982,M,03079,Reisinggasse 3868
Faruk,Wulf,19480720,1948,M,37093,Schäferring 59
Gina,Scheibe,20030119,2003,F,15202,Henckweg 42
Karl,Heinz Davids-flantz,20050219,2005,M,89525,Hendriksallee 5-9
Eberhardt,Hesse-kostolzin,20030510,2003,M,88464,Alfredo-Hettner-Allee 5159
Kilian,Trapp Beng,20051108,2005,M,43738,Leokadia-Hofmann-Platz 4/6
Sarina,Seifert,20031114,2003,F,17700,Hans Jürgen-Beer-Allee 2
Gesine,Höfig,19551208,1955,F,07819,Sabrina-Trubin-Allee 52
Hans-ulrich,Naser,19690701,1969,M,05230,Vinzenz-Jessel-Straße 74
Dörte,Sorgatz,19960416,1996,F,50320,Langernstraße 15/23
Suse,Hoffmann,19730717,1973,F,10675,Wellerallee 41-56
Augusta,Mosemann,19901013,1990,F,96466,Brigitte-Radisch-Straße 3621
Manja,Sontag,19621029,1962,F,98802,Hasan-Davids-Straße 17/59
Daniele,Schacht,19680421,1968,F,66037,Miroslawa-Schmidt-Ring 7/5
Adeline,Hänel,19850808,1985,F,04848,Trappplatz 387
Gisela,Hein,19530318,1953,F,75637,Kühnertring 7765
Linda,Cichorius,19541115,1954,F,94448,Herwig-Gehringer-Gasse 512
Nikolai,Caspar,19870529,1987,M,07159,Sagerring 8-2
Ole,Pölitz,20020831,2002,M,39537,Sontagring 7240
Hans-herbert,Zorbach,19940805,1994,M,66664,Vinko-Kusch-Straße 33
Asta,Bender-kensy,19711222,1971,F,03388,Marko-Franke-Straße 1/3
Lucia,Rosemann,19920419,1992,F,92476,Gorlitzplatz 1/8
Edgar,Junck,19700809,1970,M,80067,Kargestr. 3385
Stavros,Nerger,19570502,1957,M,00992,Radischplatz 8
Katarina,Henk,19441024,1944,F,53433,Radischstraße 9-9
Jorge,Mosemann,19800513,1980,M,00520,Baumgasse 3/5
Ivonne,Warmer,20041207,2004,F,98212,Jüttnerallee 17-94
Nicolas,Finke,19661231,1966,M,61770,Felix-Heser-Allee 4284
Gundel,Henck,19470507,1947,F,73643,Jens-Uwe-Tschentscher-Gasse 6-5
Urte,Gutknecht,19891027,1989,F,45674,Heintzestraße 686
Meta,Meyer-pruschke,19800207,1980,F,55064,Korinna-Kraushaar-Platz 0
Zdenka,Ring,19451226,1945,F,06551,Lili-Davids-Ring 268
Tadeusz,Wähner,19780509,1978,M,87844,Nadja-Heidrich-Platz 2/5
Irmengard,Geißler,19730524,1973,F,71671,Heinzgasse 8-7
Ramon,Etzler Beng,20060803,2006,M,17001,Kochallee 20
Heidrun,Mälzer,19801102,1980,F,03455,Irina-Hentschel-Ring 4/7
Zeynep,Köster,20061022,2006,F,88836,Henkstr. 44/41
Carsten,Mühle,19620323,1962,M,84151,Nohlmansallee 8161
Pavel,Hertrampf,19810111,1981,M,38681,Schmidtstr. 99-33
Janos,Jessel,20030620,2003,U,85093,Aleksandar-Gieß-Gasse 729
Ralph,Birnbaum,19890923,1989,M,38012,Weißplatz 5759
Erdmute,Heinz,20061106,2006,F,83941,Steven-Jockel-Platz 42-65
Gundula,Karge,19700217,1970,F,29528,Jäkelstraße 70
Enver,Aumann,19620105,1962,M,11039,Tröstplatz 27/60
Priska,Killer-kroker,19800926,1980,F,23942,Liliana-Kobelt-Platz 3-4
Sabri,Kaul,20030328,2003,M,71778,Kabusplatz 4
Wulf,Haering,19920314,1992,M,30470,Heintzeallee 8/9
Renato,Reuter,19910127,1991,M,88338,Helene-Schomber-Platz 78/48
Lore,Benthin,19520103,1952,F,05954,Striebitzgasse 8
Freya,Drub,19700521,1970,F,23708,Annelore-Bloch-Platz 94-47
Vittorio,Boucsein,19601201,1960,M,59064,Anna-Maria-Drewes-Platz 7-3
Ester,Nette Beng,19460227,1946,F,17447,Bauerstraße 38
Romuald,Finke,20030409,2003,M,73206,Andersstraße 2/8
Karolina,Jacob,19461007,1946,F,52052,Hethurgasse 36
Stefani,Trommler,19800506,1980,F,84984,Budigweg 8
Frauke,Stey,19490712,1949,F,62619,Weimerweg 1-7
Herma,Wende,19680425,1968,F,47888,Pölitzgasse 3481
Ann,Junken,19750501,1975,F,77068,Stollgasse 9-1
Anka,Matthäi,19591024,1959,F,27350,Eberthstr. 39/36
Madlen,Vollbrecht,19810324,1981,F,41837,Bienplatz 2016
Linus,Kühnert Beng,19751107,1975,M,09142,Franjo-Hering-Straße 52/77
Maria,Scheuermann,19881202,1988,F,53559,Försterstraße 71/63
Rosa,Stiffel,19640929,1964,F,47754,Rädelstr. 79/65
Ramona,Hübel,19740807,1974,F,14668,Dorota-Trüb-Weg 148
